id;ubicacion;municipio_id;municipio;provincia;departamento
294;;RNO021;Ingeniero Luis A. Huergo;Río Negro;General Roca
666;Sede Comunal;CHU028;Lagunita Salada;Chubut;Gastre
769;¨Polideportivo municipal;MZA010;Malargüe;Mendoza;Malargüe
557;Malargue - El Chacay / escuela rural;MZA010;Malargüe;Mendoza;Malargüe
783;;SJU017;Valle Fértil;San Juan;Valle Fertil
856;;SJU017;Valle Fértil;San Juan;Valle Fertil
725;Municipalidad;LRJ017;Sanagasta;La Rioja;Sanagasta
1060;;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
235;Cnel Pringles PD;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
620;Municipalidad;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
484;Hospital Municipal;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
621;Esc N°7;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
619;Municipalidad;BUE031;Coronel Pringles;Buenos Aires;Coronel Pringles
962;Centro de Informacion Turistica;SCR018;El Chaltén;Santa Cruz;Lago Argentino
1295;;SCR018;El Chaltén;Santa Cruz;Lago Argentino
969;Plaza Santa Teresita;BUE064;La Costa;Buenos Aires;La Costa
985;Las Toninas;BUE064;La Costa;Buenos Aires;La Costa
983;Mar deTuyu;BUE064;La Costa;Buenos Aires;La Costa
984;San Clemente deTuyu;BUE064;La Costa;Buenos Aires;La Costa
31;Costanera y 3;BUE064;La Costa;Buenos Aires;La Costa
35;Santa Teresita;BUE064;La Costa;Buenos Aires;La Costa
516;Ing. Maschwitz;BUE036;Escobar;Buenos Aires;Escobar
1184;;BUE036;Escobar;Buenos Aires;Escobar
515;Plaza San Martin;BUE036;Escobar;Buenos Aires;Escobar
1043;;SFE199;Los Laureles;Santa Fe;General Obligado
953;Punto Digital;BUE096;Pilar;Buenos Aires;Pilar
76;Plaza 12 de Octubre;BUE096;Pilar;Buenos Aires;Pilar
1232;;CBA218;Leones;Córdoba;Marcos Juarez
110;Plaza 25 de mayo;CBA218;Leones;Córdoba;Marcos Juarez
247;Olavarria PD;BUE090;Olavarría;Buenos Aires;Olavarria
1156;;BUE090;Olavarría;Buenos Aires;Olavarria
69;NIDO;BUE090;Olavarría;Buenos Aires;Olavarria
70;Parque Mitre;BUE090;Olavarría;Buenos Aires;Olavarria
1131;;CHA043;Machagai;Chaco;Veinticinco de Mayo
662;Puesto de Información Turistica;CHU043;Trevelin;Chubut;Futaleufu
676;Municipalidad;JUJ020;El Talar;Jujuy;Santa Barbara
255;PD Basavilbaso;ERI005;Basavilbaso;Entre Ríos;Uruguay
132;Polideportivo;ERI005;Basavilbaso;Entre Ríos;Uruguay
131;Museo Ferrocarril;ERI005;Basavilbaso;Entre Ríos;Uruguay
133;Pza San Martin;ERI005;Basavilbaso;Entre Ríos;Uruguay
1070;;RNO037;Viedma;Río Negro;Adolfo Alsina
533;Viedma - Parque de Juegos;RNO037;Viedma;Río Negro;Adolfo Alsina
1133;;RNO037;Viedma;Río Negro;Adolfo Alsina
269;PD Viedma;RNO037;Viedma;Río Negro;Adolfo Alsina
907;;RNO037;Viedma;Río Negro;Adolfo Alsina
1134;;RNO037;Viedma;Río Negro;Adolfo Alsina
532;Viedma - Centro Cultural;RNO037;Viedma;Río Negro;Adolfo Alsina
1186;;TUC012;Banda del Río Salí;Tucumán;Cruz Alta
1138;;TUC012;Banda del Río Salí;Tucumán;Cruz Alta
1150;;MIS059;Puerto Iguazú;Misiones;Iguazu
1153;;MIS059;Puerto Iguazú;Misiones;Iguazu
956;Punto Digital;MIS059;Puerto Iguazú;Misiones;Iguazu
1151;;MIS059;Puerto Iguazú;Misiones;Iguazu
1154;;MIS059;Puerto Iguazú;Misiones;Iguazu
1149;;MIS059;Puerto Iguazú;Misiones;Iguazu
1152;;MIS059;Puerto Iguazú;Misiones;Iguazu
1319;;JUJ002;Abra Pampa;Jujuy;Cochinoca
543;Rachaite-Escuela;JUJ002;Abra Pampa;Jujuy;Cochinoca
1320;;JUJ002;Abra Pampa;Jujuy;Cochinoca
1015;Alfarcito;JUJ002;Abra Pampa;Jujuy;Cochinoca
529;Nido Viale;ERI056;Viale;Entre Ríos;Parana
758;;ERI056;Viale;Entre Ríos;Parana
1094;;SGO085;Villa Ojo de Agua;Santiago del Estero;Ojo de Agua
1294;;NEU043;Villa del Nahueve;Neuquén;Minas
323;C.I.C;MIS028;Dos de Mayo;Misiones;Cainguas
681;;CHA002;Barranqueras;Chaco;San Fernando
1166;;CHA002;Barranqueras;Chaco;San Fernando
1167;;CHA002;Barranqueras;Chaco;San Fernando
1235;;SAL006;Cafayate;Salta;Cafayate
1236;;SAL006;Cafayate;Salta;Cafayate
1234;;SAL006;Cafayate;Salta;Cafayate
872;Cuartino Puerto;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
875;Cen.Ca.Por;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
251;Floresta PD;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
878;Terminal de Cruceros 3;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
873;Empalme Norte;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
876;Terminal de Cruceros;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
249;Ex Esma;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
871;Dir.Puertos;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
879;Terminal de Cruceros 4;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
874;Food Trucks Puerto BSAS;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
250;Accion Catolica;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
877;Terminal de Cruceros 2;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
79;Devoto Casa del Futuro;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
80;Casa de la Cultura;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
78;Piletones II;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
77;Piletones I;CAB000;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;
820;;SGO116;Las Tinajas;Santiago del Estero;Moreno
937;Punto Digital;ERI013;Concordia;Entre Ríos;Concordia
134;Terminal de Omnibus;ERI013;Concordia;Entre Ríos;Concordia
1223;;CBA107;Cruz Alta;Córdoba;Marcos Juarez
609;Municipalidad;CBA107;Cruz Alta;Córdoba;Marcos Juarez
1222;;CBA107;Cruz Alta;Córdoba;Marcos Juarez
277;Vicente Lopez - San Martin;BUE131;Vicente López;Buenos Aires;Vicente Lopez
285;Vicente Lopez - Vergara;BUE131;Vicente López;Buenos Aires;Vicente Lopez
410;Estacion Gral las Heras;BUE131;Vicente López;Buenos Aires;Vicente Lopez
232;Estación MalaVer- Vicente Lopez;BUE131;Vicente López;Buenos Aires;Vicente Lopez
280;Vicente Lopez - Las Heras;BUE131;Vicente López;Buenos Aires;Vicente Lopez
288;Vicente Lopez - Libertad;BUE131;Vicente López;Buenos Aires;Vicente Lopez
275;Vicente Lopez - Santa Rosa;BUE131;Vicente López;Buenos Aires;Vicente Lopez
283;Vicente Lopez - Las Heras II;BUE131;Vicente López;Buenos Aires;Vicente Lopez
408;Estacion Gral lavalle;BUE131;Vicente López;Buenos Aires;Vicente Lopez
278;Vicente Lopez - Laprida;BUE131;Vicente López;Buenos Aires;Vicente Lopez
286;Vicente Lopez - Roca;BUE131;Vicente López;Buenos Aires;Vicente Lopez
233;Estación Yrigoyen- Vicente Lopez;BUE131;Vicente López;Buenos Aires;Vicente Lopez
281;Vicente Lopez - Italia;BUE131;Vicente López;Buenos Aires;Vicente Lopez
289;Vicente Lopez - Urquiza;BUE131;Vicente López;Buenos Aires;Vicente Lopez
276;Vicente Lopez - Arenales;BUE131;Vicente López;Buenos Aires;Vicente Lopez
284;Vicente Lopez - Maipu 455 II;BUE131;Vicente López;Buenos Aires;Vicente Lopez
409;Estacion A. del Valle;BUE131;Vicente López;Buenos Aires;Vicente Lopez
279;Vicente Lopez - Estacion Alvarez;BUE131;Vicente López;Buenos Aires;Vicente Lopez
287;Vicente Lopez - Alsina;BUE131;Vicente López;Buenos Aires;Vicente Lopez
274;Vicente Lopez- Estacion Haedo;BUE131;Vicente López;Buenos Aires;Vicente Lopez
282;Vicente Lopez - Italia II;BUE131;Vicente López;Buenos Aires;Vicente Lopez
290;Florida;BUE131;Vicente López;Buenos Aires;Vicente Lopez
1227;;COR012;Corrientes;Corrientes;Capital
1164;;COR012;Corrientes;Corrientes;Capital
1165;;COR012;Corrientes;Corrientes;Capital
1163;;COR012;Corrientes;Corrientes;Capital
222;Centro Comunitario Irupe;COR012;Corrientes;Corrientes;Capital
225;Guemes y Lamadrid;COR012;Corrientes;Corrientes;Capital
221;Sueci y Frondizi;COR012;Corrientes;Corrientes;Capital
224;Plaza Sgto Cabral;COR012;Corrientes;Corrientes;Capital
223;Plaza Vera;COR012;Corrientes;Corrientes;Capital
220;Plaza 3 de Abril;COR012;Corrientes;Corrientes;Capital
699;Municipalidad;ERI032;Larroque;Entre Ríos;Gualeguaychu
570;Ushuaia - Puerto / Sector Quiebre in;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
572;Ushuaia - Puerto / muelle columna 2;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
575;Puerto Almanza VSAT Arsat;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
565;Direccion Provincial puertos;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
573;Ushuaia - Puerto / muelle columna 5;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
914;Punto Digital Ushuaia;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
568;Ushuaia - Puerto / Sector Catamaranes;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
571;Ushuaia - Puerto / Sector Quiebre out;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
574;Ushuaia - Puerto / muelle columna 4;TDF003;Ushuaia;Tierra del Fuego;Ushuaia
1203;;SFE260;Ricardone;Santa Fe;San Lorenzo
824;;ERI068;Pronunciamiento;Entre Ríos;Uruguay
359;Municipalidad;LAP060;Realicó;La Pampa;Realico
1214;;SJU007;Jáchal;San Juan;Jachal
680;C.i.C (Mogna);SJU007;Jáchal;San Juan;Jachal
687;San Jose de Jachal (Punto Digital);SJU007;Jáchal;San Juan;Jachal
1190;;RNO035;Sierra Grande;Río Negro;San Antonio
295;;RNO035;Sierra Grande;Río Negro;San Antonio
866;Observatorio;NEU025;Neuquén;Neuquén;Confluencia
987;Plazoleta Estados Arabes;NEU025;Neuquén;Neuquén;Confluencia
865;ETON;NEU025;Neuquén;Neuquén;Confluencia
177;Plaza de las Banderas;NEU025;Neuquén;Neuquén;Confluencia
170;Paseo de la Costa - Edificio Celebrar;NEU025;Neuquén;Neuquén;Confluencia
169;ECOESTACION (Sarmiento 80);NEU025;Neuquén;Neuquén;Confluencia
167;Parque Central - MNBA;NEU025;Neuquén;Neuquén;Confluencia
165;NIDO TOMA NORTE;NEU025;Neuquén;Neuquén;Confluencia
172;MAUSOLEO M. OLASCOAGA;NEU025;Neuquén;Neuquén;Confluencia
173;Parque Central - Sala Emilio Sarco;NEU025;Neuquén;Neuquén;Confluencia
174;Centro - Monumento San Martin 1;NEU025;Neuquén;Neuquén;Confluencia
175;Centro - Monumento San Martín 2;NEU025;Neuquén;Neuquén;Confluencia
166;Parque Central;NEU025;Neuquén;Neuquén;Confluencia
171;Alto Godoy;NEU025;Neuquén;Neuquén;Confluencia
1205;;SFE318;Sauce Viejo;Santa Fe;La Capital
1308;;SAL034;La Viña;Salta;La Viña
546;;CAT004;Antofagasta de la Sierra;Catamarca;Antofagasta de la Sierra
547;;CAT004;Antofagasta de la Sierra;Catamarca;Antofagasta de la Sierra
1353;PD Los Ángeles;CAT012;Huillapima;Catamarca;Capayan
1217;;SLU007;Batavia;San Luis;Gobernador Dupuy
1366;;BUE118;San Pedro;Buenos Aires;San Pedro
480;;BUE118;San Pedro;Buenos Aires;San Pedro
1362;;BUE118;San Pedro;Buenos Aires;San Pedro
525;;SFE028;Bella Italia;Santa Fe;Castellanos
600;;COR062;Tapebicuá;Corrientes;Paso de los Libres
403;;SGO040;La Cañada;Santiago del Estero;Figueroa
812;;NEU020;Las Ovejas;Neuquén;Minas
721;Municipalidad;LRJ006;Famatina;La Rioja;Famatina
932;Punto Digital;LRJ006;Famatina;La Rioja;Famatina
246;Fundacion Pupi;BUE067;Lanús;Buenos Aires;Lanus
949;Punto digital;BUE067;Lanús;Buenos Aires;Lanus
652;FPII;BUE067;Lanús;Buenos Aires;Lanus
950;NIDO Lanus;BUE067;Lanús;Buenos Aires;Lanus
653;FPIII;BUE067;Lanús;Buenos Aires;Lanus
951;Punto Digital Remedios de Escalada;BUE067;Lanús;Buenos Aires;Lanus
54;Plaza Tacuari;BUE067;Lanús;Buenos Aires;Lanus
52;Cancha de Fútbol Barrial;BUE067;Lanús;Buenos Aires;Lanus
55;Plaza Las Colinas;BUE067;Lanús;Buenos Aires;Lanus
51;Punto Digital;BUE067;Lanús;Buenos Aires;Lanus
53;Pza.Sarmiento;BUE067;Lanús;Buenos Aires;Lanus
56;Plaza San Martin;BUE067;Lanús;Buenos Aires;Lanus
57;Pza.La Torre;BUE067;Lanús;Buenos Aires;Lanus
911;;RNO064;Pichi Mahuida;Río Negro;Pichi Mahuida
1069;;SGO034;Guardia Escolta;Santiago del Estero;Belgrano
1244;;CAT032;Tinogasta;Catamarca;Tinogasta
1048;;CAT032;Tinogasta;Catamarca;Tinogasta
1107;;CAT032;Tinogasta;Catamarca;Tinogasta
1283;;CBA095;Colonia Vignaud;Córdoba;San Justo
1022;San Jose de Chasquivil;TUC009;Anca Juli;Tucumán;Tafi Viejo
635;Vsat Anca Juli;TUC009;Anca Juli;Tucumán;Tafi Viejo
1178;;SFE143;Granadero Baigorria;Santa Fe;Rosario
344;;SFE143;Granadero Baigorria;Santa Fe;Rosario
615;;SFE143;Granadero Baigorria;Santa Fe;Rosario
585;Municipalidad;COR007;Colonia Carlos Pellegrini;Corrientes;San Martin
586;;COR007;Colonia Carlos Pellegrini;Corrientes;San Martin
298;Punto Digital;COR007;Colonia Carlos Pellegrini;Corrientes;San Martin
730;Payogasta;SAL040;Payogasta;Salta;Cachi
719;Municipalidad;JUJ038;Puesto Viejo;Jujuy;El Carmen
965;Comuna;TUC034;El Puestito;Tucumán;Burruyacu
982;Puestito PD;TUC034;El Puestito;Tucumán;Burruyacu
304;;SFE056;Carrizales;Santa Fe;Iriondo
1144;;BUE101;Quilmes;Buenos Aires;Quilmes
1142;;BUE101;Quilmes;Buenos Aires;Quilmes
1143;;BUE101;Quilmes;Buenos Aires;Quilmes
85;Plaza;BUE101;Quilmes;Buenos Aires;Quilmes
86;Punto Digital;BUE101;Quilmes;Buenos Aires;Quilmes
84;Punto Digital;BUE101;Quilmes;Buenos Aires;Quilmes
83;Estacion de Tren;BUE101;Quilmes;Buenos Aires;Quilmes
82;Parque;BUE101;Quilmes;Buenos Aires;Quilmes
1160;;BUE071;Lincoln;Buenos Aires;Lincoln
1161;;CHA007;Charata;Chaco;Chacabuco
977;Punto Digital;TDF001;Río Grande;Tierra del Fuego;Rio Grande
663;salon de usos multiples;CHU021;Gan Gan;Chubut;Telsen
303;Municipalidad de Loreto VSAT;COR033;Loreto;Corrientes;San Miguel
366;Municipalidad;LAP067;Sarah;La Pampa;Chapaleufu
1240;;SCR007;Perito Moreno;Santa Cruz;Lago Buenos Aires
1241;;SCR007;Perito Moreno;Santa Cruz;Lago Buenos Aires
741;Delegacion Municipal;TUC106;Villa Benjamín Aráoz y el Tajamar;Tucumán;Burruyacu
771;Caviahue;NEU007;Caviahue-Copahue;Neuquén;Ñorquin
904;Copahue;NEU007;Caviahue-Copahue;Neuquén;Ñorquin
229;Patio Civico;BUE014;Berisso;Buenos Aires;Berisso
1;Plaza 17 de Octubre;BUE014;Berisso;Buenos Aires;Berisso
1196;;SFE144;Gregoria Pérez de denis;Santa Fe;Nueve de Julio
1129;;BUE113;San Cayetano;Buenos Aires;San Cayetano
411;Magdalena - Plaza Villa Garibaldi (Brenan 1450);BUE076;Magdalena;Buenos Aires;Magdalena
412;Magdalena - Plaza San Martín (esq. Rivadavia e Irigoyen);BUE076;Magdalena;Buenos Aires;Magdalena
952;PD Magdalena;BUE076;Magdalena;Buenos Aires;Magdalena
1009;Centro Polideportivo;MZA012;Rivadavia;Mendoza;Rivadavia
928;Punto Digital;MIS030;El Soberbio;Misiones;Guarani
338;Oficina de Turismo;MIS030;El Soberbio;Misiones;Guarani
342;Polideportivo;CHA017;Cote-Lai;Chaco;Tapenaga
898;Municipalidad;CHU010;Corcovado;Chubut;Futaleufu
1291;;CHU031;Paso de Indios;Chubut;Paso de Indios
717;Municipalidad;JUJ011;Catua;Jujuy;Susques
337;;COR069;Pago de los Deseos;Corrientes;Saladas
579;SENASA Santa Rosa;LAP065;Santa Rosa;La Pampa;Capital
360;Santa Rosa - Plaza San Martin;LAP065;Santa Rosa;La Pampa;Capital
1046;;SLU044;Papagayos;San Luis;Chacabuco
560;Municipalidad;MIS016;Cerro Azul;Misiones;Leandro N. Alem
799;;SCR020;Koluel Kayke;Santa Cruz;Deseado
1110;;CAT005;Belén;Catamarca;Belen
252;PD Belen Catamarca;CAT005;Belén;Catamarca;Belen
1091;;BUE043;General Alvear;Buenos Aires;General Alvear
735;Plaza San Martin;SFE225;Murphy;Santa Fe;General Lopez
930;Punto Digital;MZA011;Mendoza;Mendoza;Capital
157;Plaza Chile;MZA011;Mendoza;Mendoza;Capital
986;Plazoleta Municipal;CBA222;Los Cocos;Córdoba;Punilla
272;PD Los Cocos;CBA222;Los Cocos;Córdoba;Punilla
1242;;CBA246;Marcos Juárez;Córdoba;Marcos Juarez
1158;;MIS064;San Ignacio;Misiones;San Ignacio
593;San Ignacio - Plaza Municipal;MIS064;San Ignacio;Misiones;San Ignacio
552;;CHA068;Villa Río Bermejito;Chaco;General Güemes
958;Punto Digital;CBA160;Justiniano Posse;Córdoba;Union
261;PD Monteros;TUC071;Monteros;Tucumán;Monteros
254;PD Villa allende;CBA381;Villa Allende;Córdoba;Colon
811;;CBA381;Villa Allende;Córdoba;Colon
127;Polideportivo;CBA381;Villa Allende;Córdoba;Colon
126;Villa Allende - Plaza M. Belgrano;CBA381;Villa Allende;Córdoba;Colon
128;Casa de la cultura;CBA381;Villa Allende;Córdoba;Colon
125;Villa Allende - Municipalidad;CBA381;Villa Allende;Córdoba;Colon
698;;BUE088;Necochea;Buenos Aires;Necochea
634;Costa Bonita;BUE088;Necochea;Buenos Aires;Necochea
885;Macia - Galpón principal (lado sur del predio);ERI035;Maciá;Entre Ríos;Tala
884;Macia - En Escenario (Lado norte del predio);ERI035;Maciá;Entre Ríos;Tala
142;Macia - En luminaria (centro-sur del predio);ERI035;Maciá;Entre Ríos;Tala
143;Macia - En luminaria (Centro-norte del Predio);ERI035;Maciá;Entre Ríos;Tala
934;Humahuaca Punto Digital;JUJ024;Humahuaca;Jujuy;Humahuaca
933;Tres Cruces (Municipio);JUJ024;Humahuaca;Jujuy;Humahuaca
387;Municipalidad;MZA018;Tupungato;Mendoza;Tupungato
268;PD Calingasta;SJU003;Calingasta;San Juan;Calingasta
655;Villa Nueva- Escuela Alvarez Condarco;SJU003;Calingasta;San Juan;Calingasta
902;;NEU057;Ramón Castro;Neuquén;Zapala
1282;;SFE275;San Bernardo (S.J.);Santa Fe;San Justo
727;El Galpon - Municipalidad;SAL015;El Galpón;Salta;Metan
795;;SJU014;Santa Lucía;San Juan;Santa Lucia
796;;SJU014;Santa Lucía;San Juan;Santa Lucia
794;Santa Lucia - Pza Sta Lucia;SJU014;Santa Lucía;San Juan;Santa Lucia
1121;;CBA157;James Craik;Córdoba;Tercero Arriba
605;salon de usos multiples;CBA290;Pozo del Molle;Córdoba;Rio Segundo
1002;;COR027;Ituzaingó;Corrientes;Ituzaingo
395;Nogoya - Pza Francisco Ramirez;ERI037;Nogoyá;Entre Ríos;Nogoya
938;Punto Digital;ERI037;Nogoyá;Entre Ríos;Nogoya
394;Paseo de Los Puentes;ERI037;Nogoyá;Entre Ríos;Nogoya
1193;;ERI037;Nogoyá;Entre Ríos;Nogoya
1289;;SFE325;Sunchales;Santa Fe;Castellanos
1243;;FOR031;San Martín Dos;Formosa;Patiño
1180;;RNO043;Arroyo de la Ventana;Río Negro;Valcheta
1187;;TUC086;San Miguel de Tucumán;Tucumán;Capital
1188;;TUC086;San Miguel de Tucumán;Tucumán;Capital
219;Punto Digital;TUC086;San Miguel de Tucumán;Tucumán;Capital
1197;;SFE336;Tostado;Santa Fe;Nueve de Julio
1080;;CAT018;Paclín;Catamarca;Paclin
1210;;CAT028;Santa María;Catamarca;Santa Maria
1314;;SLU019;Fortuna;San Luis;Gobernador Dupuy
1256;;SLU019;Fortuna;San Luis;Gobernador Dupuy
819;;CBA207;Las Peñas;Córdoba;Totoral
1221;;CBA318;Sampacho;Córdoba;Rio Cuarto
582;;SFE101;Egusquiza;Santa Fe;Castellanos
1168;;COR068;Colonia Pando;Corrientes;San Roque
392;Villa Paranacito - Plaza de los Niños;ERI064;Villa Paranacito;Entre Ríos;Islas del Ibicuy
640;Plaza San Martin;SGO068;San Pedro de Guasayán;Santiago del Estero;Guasayan
1293;;NEU026;Octavio Pico;Neuquén;Pehuenches
1086;;LRJ013;Independencia;La Rioja;Independencia
1204;;SFE264;Rosario;Santa Fe;Rosario
774;;RNO069;Río Chico;Río Negro;Ñorquinco
398;;SGO069;Santiago del Estero;Santiago del Estero;Capital
947;PD General Belgrano;BUE045;General Belgrano;Buenos Aires;General Belgrano
1065;;BUE045;General Belgrano;Buenos Aires;General Belgrano
534;Plaza Manuel Belgrano;BUE045;General Belgrano;Buenos Aires;General Belgrano
606;Delegacion Municipal;CBA052;Villa Cañada del Sauce;Córdoba;Calamuchita
1171;;SFE227;Nelson;Santa Fe;La Capital
1169;;SFE227;Nelson;Santa Fe;La Capital
1170;;SFE227;Nelson;Santa Fe;La Capital
649;Punto Digital;BUE099;Puán;Buenos Aires;Puan
650;;BUE099;Puán;Buenos Aires;Puan
1313;;CBA233;Los Talares;Córdoba;Pocho
611;;CBA233;Los Talares;Córdoba;Pocho
1141;;CHU004;Buen Pasto;Chubut;Sarmiento
659;salon de usos multiples;CHU004;Buen Pasto;Chubut;Sarmiento
299;Plaza Tambor de Tacuari;COR011;Concepción;Corrientes;Concepcion
923;Punto Digital;SAL047;Rosario de Lerma;Salta;Rosario de Lerma
189;Plaza Jorge Torino de Viana;SAL047;Rosario de Lerma;Salta;Rosario de Lerma
720;Municipalidad;JUJ042;Rodeíto;Jujuy;San Pedro
936;Punto Digital;JUJ042;Rodeíto;Jujuy;San Pedro
237;PD Trenque Lauquen;BUE126;Trenque Lauquen;Buenos Aires;Trenque Lauquen
1307;;SAL044;Rivadavia Banda Norte;Salta;Rivadavia
743;Rivadavia Banda Norte;SAL044;Rivadavia Banda Norte;Salta;Rivadavia
740;Comuna;TUC041;Gastona y Belicha;Tucumán;Chicligasta
592;Ruiz de Montoya - Municipalidad;MIS063;Ruiz de Montoya;Misiones;Libertador General San Martin
483;Punto Digital;BUE007;Azul;Buenos Aires;Azul
1159;;BUE007;Azul;Buenos Aires;Azul
734;Plaza Municipio;SFE100;Diego de Alvear;Santa Fe;General Lopez
900;Escuela N°7;BUE083;Monte;Buenos Aires;Monte
901;Escuela N°2;BUE083;Monte;Buenos Aires;Monte
899;Escuela N°12;BUE083;Monte;Buenos Aires;Monte
550;;BUE072;Lobería;Buenos Aires;Loberia
242;PD Loberia;BUE072;Lobería;Buenos Aires;Loberia
549;;BUE072;Lobería;Buenos Aires;Loberia
374;;CBA404;Villa General Belgrano;Córdoba;Calamuchita
688;C.I.C;MZA016;Santa Rosa;Mendoza;Santa Rosa
706;Santa Rosa-Las Catitas - Delegación Municipal;MZA016;Santa Rosa;Mendoza;Santa Rosa
386;ESCUELA EL MARCADO   vsat Arsat;MZA016;Santa Rosa;Mendoza;Santa Rosa
1263;;CHU022;Gastre;Chubut;Gastre
665;Municipalidad;CHU022;Gastre;Chubut;Gastre
1264;;CHU022;Gastre;Chubut;Gastre
1260;;CHU022;Gastre;Chubut;Gastre
780;;COR048;Riachuelo;Corrientes;Capital
336;Municipalidad;COR048;Riachuelo;Corrientes;Capital
633;Punto Digital;MIS057;Posadas;Misiones;Capital
164;Posadas - Centro de integracion territorial(Barrio Miguel Lanus);MIS057;Posadas;Misiones;Capital
163;Posadas - Paseo la terminal;MIS057;Posadas;Misiones;Capital
162;Posadas - Costanera;MIS057;Posadas;Misiones;Capital
161;Posadas - Barrio San Lucas;MIS057;Posadas;Misiones;Capital
1207;;SFE011;Angélica;Santa Fe;Castellanos
267;Plaza Municipio;SJU016;Ullum;San Juan;Ullum
922;Punto Digital Ullum;SJU016;Ullum;San Juan;Ullum
981;Corral de Isaac ( Escuela Rural);LRJ012;General San Martín;La Rioja;General San Martin
798;;SCR016;Jaramillo;Santa Cruz;Deseado
913;;SCR016;Jaramillo;Santa Cruz;Deseado
775;;NEU015;Guañacos;Neuquén;Minas
946;PD Huanguelen;BUE032;Coronel Suárez;Buenos Aires;Coronel Suarez
1248;;SFE178;Laguna Paiva;Santa Fe;La Capital
955;PD San Isidro;BUE115;San Isidro;Buenos Aires;San Isidro
26;Estacion Boulogne;BUE115;San Isidro;Buenos Aires;San Isidro
315;;MIS042;Guaraní;Misiones;Obera
594;Municipalidad;CHA028;Isla del Cerrito;Chaco;Bermejo
658;Gimnasio Municipal;CHU025;José de San Martín;Chubut;Tehuelches
1013;Punto Digital;JUJ013;Coranzuli;Jujuy;Susques
535;Central Telefonica 1;JUJ013;Coranzuli;Jujuy;Susques
1012;Central Telefonica 2;JUJ013;Coranzuli;Jujuy;Susques
742;comuna rural;TUC006;Alto Verde y los Gucheas;Tucumán;Chicligasta
959;Punto Digital;CBA260;Monte Leña;Córdoba;Union
1173;;SFE033;Bigand;Santa Fe;Caseros
1174;;SFE033;Bigand;Santa Fe;Caseros
1172;;SFE033;Bigand;Santa Fe;Caseros
1033;Plaza Bicentenario;BUE068;Laprida;Buenos Aires;Laprida
641;Plaza Pedro Pereyra;BUE068;Laprida;Buenos Aires;Laprida
839;;BUE046;General Guido;Buenos Aires;General Guido
753;PD General Guido;BUE046;General Guido;Buenos Aires;General Guido
1237;;SAL005;Cachi;Salta;Cachi
823;;SGO102;Colonia Tinco;Santiago del Estero;Rio Hondo
1183;;CBA171;La Falda;Córdoba;Punilla
1124;;CBA171;La Falda;Córdoba;Punilla
1182;;CBA171;La Falda;Córdoba;Punilla
456;;CBA397;Villa del Rosario;Córdoba;Rio Segundo
228;Gualeguay - Costanera;ERI024;Gualeguay;Entre Ríos;Gualeguay
1297;;SFE206;Malabrigo;Santa Fe;General Obligado
199;Parque de la Juventud;SFE206;Malabrigo;Santa Fe;General Obligado
555;;ERI058;Villa Clara;Entre Ríos;Villaguay
718;Municipalidad;JUJ037;Puesto del Marqués;Jujuy;Cochinoca
754;;BUE069;Las Flores;Buenos Aires;Las Flores
1109;;BUE069;Las Flores;Buenos Aires;Las Flores
1071;;RNO032;San Antonio Oeste;Río Negro;San Antonio
349;;SFE295;San Justo;Santa Fe;San Justo
